TRANSACTIONID,TRANSACTIONTYPE,TRANSACTIONDATE,TRANSACTIONTIME,AMOUNT,DESCRIPTION,BANKBRANCH,VIA,ACCOUNTNO,ACCOUNTSTATE,BALANCE,BENACCOUNTNO,BENACCOUNTSTATE,DESTINATIONPREVIOUSBALANCE,DESTINATIONNEWBALANCE,SOURCEPREVIOUSBALANCE,SOURCENEWBALANCE,SOURCEPHONENUMBER,DESTINATIONPHONENUMBER,FLAG
T000159,Withdrawal,2025-10-31,22:47:00,4137,Generated transaction,BR037,ATM,ACC1006470,active,-1839,ACC1001010,active,959,0,2298,-1839,8809893329,6312462377,Circular
T000160,Withdrawal,2025-11-02,10:34:00,2471,Generated transaction,BR012,Branch,ACC1008589,active,0,ACC1004509,active,2280,0,630,0,8210176888,7682327733,Smurfing
T000161,Deposit,2025-10-31,12:48:00,2621,Generated transaction,BR012,Branch,ACC1005642,active,1775,ACC1006244,active,1672,4293,4396,1775,3033747850,4647891535,
T000162,Transfer,2025-11-03,04:19:00,4617,Generated transaction,BR025,Online,ACC1002707,active,-1763,ACC1002006,active,1706,0,2854,-1763,2095197958,2593765711,Circular
T000163,Transfer,2025-11-06,02:15:00,3099,Generated transaction,BR013,Branch,ACC1003120,active,0,ACC1000844,active,2469,5568,2299,0,3400244542,3058982440,
T000164,Deposit,2025-11-01,10:29:00,1566,Generated transaction,BR016,Branch,ACC1006540,active,62,ACC1009293,active,480,0,1628,62,6173344564,4930438209,Smurfing
T000165,Deposit,2025-11-06,06:45:00,3829,Generated transaction,BR033,ATM,ACC1005269,active,0,ACC1004637,active,1471,5300,3218,0,3001472250,8397709966,
T000166,Transfer,2025-11-03,15:26:00,3400,Generated transaction,BR017,Branch,ACC1003328,active,6063,ACC1006073,active,906,0,2663,6063,7088451458,1654602021,
T000167,Transfer,2025-11-03,18:04:00,2023,Generated transaction,BR017,ATM,ACC1003768,dormant,2023,ACC1006223,active,2681,658,0,2023,7402059279,8709361138,Dormant-Active
T000168,Transfer,2025-11-01,22:13:00,1517,Generated transaction,BR034,Online,ACC6802190,active,-527,ACC1008954,active,2220,703,990,-527,5322385617,3708842947,High-Risk
T000169,Withdrawal,2025-10-31,13:36:00,4152,Generated transaction,BR040,ATM,ACC1000687,active,0,ACC1004553,active,247,0,325,0,8126571968,1067567428,Smurfing
T000170,Deposit,2025-11-06,01:19:00,147,Generated transaction,BR002,Branch,ACC1009038,active,50,ACC1006739,active,1125,978,197,50,8189916797,4907446848,
T000171,Deposit,2025-11-01,05:13:00,1984,Generated transaction,BR018,ATM,ACC1001578,active,3303,ACC1008591,active,2156,4140,1319,3303,5634352383,9415119956,
T000172,Withdrawal,2025-11-05,05:20:00,2467,Generated transaction,BR049,Online,ACC8482897,active,-2164,ACC1003984,active,330,0,303,-2164,5696548897,6923893872,High-Risk
T000173,Transfer,2025-11-06,06:55:00,1413,Generated transaction,BR037,Online,ACC1007798,dormant,1413,ACC1000919,active,1777,364,0,1413,4947728706,1986839603,Dormant-Active
T000174,Withdrawal,2025-11-06,10:46:00,619,Generated transaction,BR043,Online,ACC1007790,active,0,ACC1004441,active,1148,529,481,0,8947526020,8820716211,
T000175,Withdrawal,2025-11-01,15:07:00,1979,Generated transaction,BR022,ATM,ACC1008390,active,-1755,ACC1000560,active,1593,0,224,-1755,4110258855,9479654136,Circular
T000176,Deposit,2025-10-31,14:39:00,632,Generated transaction,BR050,ATM,ACC1001600,active,2633,ACC1007161,active,2514,1882,2001,2633,9717175839,9558091177,
T000177,Deposit,2025-11-05,13:58:00,3085,Generated transaction,BR006,Branch,ACC1003737,active,7715,ACC1005829,active,2784,0,4630,7715,1315708805,2150931110,
T000178,Deposit,2025-11-06,03:10:00,2964,Generated transaction,BR024,ATM,ACC1000376,active,0,ACC1000947,active,21,0,487,0,1439080604,1374938761,Smurfing
T000179,Withdrawal,2025-11-04,19:19:00,4207,Generated transaction,BR006,Branch,ACC1001410,active,0,ACC1000015,active,107,4314,713,0,2654584280,6548442140,Smurfing
T000180,Transfer,2025-11-04,09:53:00,4695,Generated transaction,BR018,ATM,ACC1001387,active,0,ACC1009167,active,2807,7502,2088,0,6447765697,1626785308,
T000181,Transfer,2025-11-01,21:39:00,2465,Generated transaction,BR047,Branch,ACC1007121,active,6014,ACC1004521,active,315,2780,3549,6014,3648572296,2966500767,
T000182,Deposit,2025-11-01,12:59:00,2731,Generated transaction,BR029,ATM,ACC1004991,active,610,ACC1000110,active,1556,0,3341,610,3552898167,6585327015,
T000183,Withdrawal,2025-11-06,20:43:00,1465,Generated transaction,BR041,ATM,ACC1003290,active,1208,ACC1007848,active,1307,2772,2673,1208,4358554365,6694638039,
T000184,Transfer,2025-11-03,04:32:00,4629,Generated transaction,BR002,Branch,ACC1006437,dormant,4629,ACC1005980,active,2234,6863,0,4629,4042413312,3975704877,Dormant-Active
T000185,Deposit,2025-11-05,03:58:00,1992,Generated transaction,BR005,ATM,ACC1004506,active,4138,ACC1005768,active,631,0,2146,4138,8265834251,3334938378,Circular
T000186,Transfer,2025-11-04,02:10:00,905,Generated transaction,BR042,Branch,ACC1008796,active,0,ACC1009729,active,2693,1788,796,0,9780187424,8527715219,
T000187,Deposit,2025-11-04,21:32:00,2129,Generated transaction,BR037,Online,ACC1001735,active,39604,ACC1000172,active,2124,0,36,39604,7209571615,6974875750,Abnormal-Balance
T000188,Transfer,2025-11-06,16:43:00,211,Generated transaction,BR008,Branch,ACC1008199,active,3136,ACC1002469,active,1210,1421,2925,3136,5903457537,6634526139,
T000189,Deposit,2025-11-05,04:20:00,2863,Generated transaction,BR021,Online,ACC1003389,active,6919,ACC1008537,active,1794,0,4056,6919,2289624427,1494287462,
T000190,Deposit,2025-11-04,23:32:00,4237,Generated transaction,BR030,Online,ACC1008070,active,5024,ACC1002774,active,655,4892,787,5024,8721302309,3704799972,Circular
T000191,Withdrawal,2025-11-06,07:17:00,1626,Generated transaction,BR014,Online,ACC1005434,active,0,ACC1003747,active,1759,3385,1524,0,4418828570,3479690385,Smurfing
T000192,Deposit,2025-11-04,17:22:00,1624,Generated transaction,BR034,Branch,ACC1004321,active,2893,ACC1006596,active,1074,0,1269,2893,5785590330,8733575600,Circular
T000193,Deposit,2025-11-06,23:47:00,2575,Generated transaction,BR045,Online,ACC1009669,active,3772,ACC1001388,active,1250,3825,1197,3772,7488943393,6942989052,
T000194,Deposit,2025-11-02,02:43:00,4555,Generated transaction,BR029,Branch,ACC6970109,active,4718,ACC1008804,active,1183,5738,163,4718,5336127859,1586412136,High-Risk
T000195,Deposit,2025-11-01,04:43:00,3361,Generated transaction,BR032,Online,ACC1004290,active,0,ACC1002002,active,1702,0,1771,0,9945002229,4268713302,Smurfing
T000196,Deposit,2025-11-01,21:08:00,4414,Generated transaction,BR036,Branch,ACC1001517,active,0,ACC1001296,active,1873,0,1292,0,5785481124,8382963909,Smurfing
T000197,Deposit,2025-11-06,05:11:00,2037,Generated transaction,BR006,ATM,ACC1003580,active,2975,ACC1006965,active,132,2169,938,2975,4487036345,8254773516,
T000198,Withdrawal,2025-11-02,17:29:00,1702,Generated transaction,BR018,Branch,ACC1007823,active,0,ACC1000913,active,243,0,427,0,3313993297,8318855178,Smurfing
T000199,Deposit,2025-11-03,07:00:00,790,Generated transaction,BR042,Online,ACC1009383,active,5104,ACC1004380,active,1685,895,4314,5104,1569902893,6981604165,
T000200,Transfer,2025-11-01,14:49:00,3083,Generated transaction,BR026,Branch,ACC1009460,dormant,3083,ACC1004402,active,2595,0,0,3083,8515344013,9063016667,Dormant-Active
T000201,Deposit,2025-11-05,04:09:00,30,Generated transaction,BR041,Branch,ACC1007996,active,4837,ACC1005362,active,381,351,4867,4837,8289800644,4651178503,
T000202,Deposit,2025-11-03,10:13:00,1745,Generated transaction,BR036,Branch,ACC1007676,active,0,ACC1001083,active,1322,0,586,0,8956094389,8680705725,Smurfing
T000203,Transfer,2025-10-31,13:13:00,143,Generated transaction,BR028,Online,ACC1000752,active,4007,ACC1001631,active,647,790,3864,4007,4905874257,2296502486,
T000204,Deposit,2025-10-31,02:01:00,685,Generated transaction,BR041,ATM,ACC1004337,active,1053,ACC1005586,active,2657,3342,1738,1053,4243697409,9981632126,Smurfing
T000205,Deposit,2025-11-01,01:59:00,648,Generated transaction,BR001,Online,ACC1000017,active,4654,ACC1003496,active,926,278,4006,4654,8282534126,4509456565,
T000206,Deposit,2025-11-04,19:19:00,1885,Generated transaction,BR021,ATM,ACC1002165,active,11043,ACC1007826,active,2993,1108,25,11043,9078786223,5883933127,Abnormal-Balance
T000207,Deposit,2025-11-02,00:16:00,4624,Generated transaction,BR047,Online,ACC1003737,active,5026,ACC1004696,active,2662,7286,402,5026,8243746556,4693510920,Circular
T000208,Deposit,2025-11-05,05:46:00,4839,Generated transaction,BR009,Online,ACC1008707,active,5332,ACC1004649,active,1439,0,493,5332,1361845490,7904559790,Circular
T000209,Transfer,2025-10-31,07:19:00,4981,Generated transaction,BR016,ATM,ACC1004942,active,0,ACC1003366,active,1604,6585,4341,0,2657365938,6330405542,
T000210,Withdrawal,2025-11-04,08:12:00,2968,Generated transaction,BR027,ATM,ACC1005074,active,0,ACC1005115,active,540,3508,1071,0,1313497572,3522707023,Smurfing
T000211,Withdrawal,2025-11-05,16:21:00,505,Generated transaction,BR046,Branch,ACC1003826,active,1142,ACC1000079,active,1630,1125,1647,1142,8589679668,2727768349,Circular
T000212,Transfer,2025-11-06,15:01:00,694,Generated transaction,BR035,ATM,ACC1002457,active,539,ACC1002679,active,2094,1400,1233,539,5578929439,8295757364,Smurfing
T000213,Deposit,2025-11-02,17:09:00,3569,Generated transaction,BR043,Branch,ACC1000948,active,4375,ACC1004005,active,2507,0,806,4375,1754393408,9644330231,
T000214,Deposit,2025-11-05,06:33:00,2850,Generated transaction,BR009,Branch,ACC1009548,active,0,ACC1007356,active,2952,5802,134,0,4807122420,5421051452,Smurfing
T000215,Deposit,2025-11-05,09:14:00,2164,Generated transaction,BR030,Branch,ACC1006954,active,0,ACC1004609,active,2361,197,1429,0,2546720356,3434757387,Smurfing
T000216,Withdrawal,2025-11-04,04:24:00,4711,Generated transaction,BR001,Online,ACC1002577,active,0,ACC1004179,active,472,5183,942,0,1052776893,5492456455,
T000217,Deposit,2025-11-03,10:05:00,299,Generated transaction,BR015,ATM,ACC1001163,active,1101,ACC1000021,active,2924,2625,802,1101,6361249549,6669078244,Circular
T000218,Withdrawal,2025-10-31,21:16:00,4122,Generated transaction,BR003,ATM,ACC1009364,active,0,ACC1006108,active,215,4337,1078,0,8923555411,2405746777,
T000219,Transfer,2025-11-06,07:01:00,1653,Generated transaction,BR030,ATM,ACC1007483,active,4775,ACC1000130,active,1244,0,3122,4775,2052811909,2761091683,
T000220,Withdrawal,2025-11-01,22:54:00,2754,Generated transaction,BR047,ATM,ACC1003259,active,0,ACC1006896,active,2692,5446,331,0,1446457642,6317889312,Smurfing
T000221,Withdrawal,2025-11-05,14:21:00,772,Generated transaction,BR027,Branch,ACC1000981,active,3164,ACC1002332,active,948,176,2392,3164,9141445255,4212203479,
T000222,Withdrawal,2025-11-03,22:31:00,3240,Generated transaction,BR009,Online,ACC1008410,active,0,ACC1007145,active,2325,5565,903,0,6547706290,8949613826,Smurfing
T000223,Withdrawal,2025-11-04,11:18:00,2237,Generated transaction,BR007,Online,ACC1005345,active,6045,ACC1005211,active,830,3067,3808,6045,1453796587,7225841764,
T000224,Deposit,2025-11-03,13:45:00,2945,Generated transaction,BR017,Online,ACC1006660,active,1545,ACC1001978,active,850,3795,4490,1545,1388354759,3591164476,
T000225,Withdrawal,2025-11-02,10:42:00,2043,Generated transaction,BR020,ATM,ACC4659300,active,-1323,ACC1002430,active,1623,0,720,-1323,1746756255,9384191089,High-Risk
T000226,Transfer,2025-11-01,18:41:00,785,Generated transaction,BR050,Online,ACC1003494,active,0,ACC1001519,active,572,1357,376,0,1561417687,8832617672,Smurfing
T000227,Transfer,2025-11-05,06:28:00,2130,Generated transaction,BR013,Branch,ACC1007465,active,0,ACC1002578,active,307,2437,1572,0,1553155490,2423995953,Smurfing
T000228,Transfer,2025-11-02,21:06:00,4711,Generated transaction,BR025,Branch,ACC1005044,active,-3393,ACC1001277,active,2967,7678,1318,-3393,2832508021,2520174713,Circular
T000229,Withdrawal,2025-11-02,03:06:00,1227,Generated transaction,BR019,ATM,ACC1004505,active,4980,ACC1004585,active,2536,1309,3753,4980,7660157097,1261903104,
T000230,Withdrawal,2025-11-01,10:23:00,1643,Generated transaction,BR002,ATM,ACC1001475,active,-1381,ACC1006458,active,2153,3796,262,-1381,6837342064,7376649850,Circular
T000231,Transfer,2025-11-06,10:27:00,2225,Generated transaction,BR050,ATM,ACC1008231,active,5506,ACC1005269,active,1306,0,3281,5506,9553561889,7568861677,
T000232,Withdrawal,2025-11-03,06:09:00,2040,Generated transaction,BR004,Online,ACC1001019,active,0,ACC1004337,active,1091,0,1927,0,6963229328,1746087503,Smurfing
T000233,Withdrawal,2025-11-02,16:35:00,4856,Generated transaction,BR037,Online,ACC1009707,active,7895,ACC1005210,active,2869,7725,3039,7895,2327372855,3106408413,
T000234,Withdrawal,2025-11-01,00:38:00,173,Generated transaction,BR013,Online,ACC1000920,active,1719,ACC1003811,active,2,175,1892,1719,9023931339,1255790920,
T000235,Withdrawal,2025-11-06,20:33:00,4321,Generated transaction,BR026,Branch,ACC1006062,active,0,ACC1006997,active,297,4618,1358,0,5728897164,6591038760,Smurfing
T000236,Withdrawal,2025-10-31,20:44:00,2609,Generated transaction,BR023,Online,ACC1005620,active,-185,ACC1006984,active,2301,0,2424,-185,4498054328,6920114673,Circular
T000237,Withdrawal,2025-11-03,08:25:00,4702,Generated transaction,BR021,Branch,ACC1002086,active,4816,ACC1002911,active,2324,7026,114,4816,3429019820,9318010743,
T000238,Transfer,2025-11-05,22:11:00,2851,Generated transaction,BR046,Branch,ACC1007561,active,0,ACC1004567,active,687,0,741,0,9103115140,2918260963,Smurfing
T000239,Transfer,2025-11-02,19:51:00,2881,Generated transaction,BR025,ATM,ACC1005336,active,0,ACC1005972,active,442,0,884,0,8441393731,5162260671,Smurfing
T000240,Withdrawal,2025-11-04,17:03:00,4483,Generated transaction,BR042,Branch,ACC1008078,active,7460,ACC1006204,active,1963,0,2977,7460,1968870456,2938264714,
T000241,Deposit,2025-10-31,09:07:00,2149,Generated transaction,BR011,Branch,ACC1004831,active,561,ACC1000328,active,303,2452,2710,561,9912067529,5200656353,
T000242,Deposit,2025-11-04,12:49:00,3543,Generated transaction,BR011,Online,ACC1002068,active,4595,ACC1008913,active,675,0,1052,4595,5729866281,6110943464,Circular
T000243,Withdrawal,2025-11-06,07:18:00,2446,Generated transaction,BR032,Online,ACC1008849,active,4852,ACC1004346,active,203,2649,2406,4852,5529063864,5311355060,
T000244,Deposit,2025-10-31,23:55:00,1645,Generated transaction,BR006,ATM,ACC1004825,active,5679,ACC1009833,active,847,2492,4034,5679,4623960580,7002076563,
T000245,Deposit,2025-11-04,08:13:00,3184,Generated transaction,BR003,ATM,ACC1008065,active,0,ACC1009392,active,1562,4746,1706,0,7183638017,2131297865,Smurfing
T000246,Deposit,2025-11-05,09:34:00,802,Generated transaction,BR049,Branch,ACC1006893,active,3586,ACC1001338,active,1408,606,2784,3586,7539441086,9316609031,Circular
T000247,Withdrawal,2025-11-04,09:41:00,656,Generated transaction,BR034,Branch,ACC1002729,active,-247,ACC1006703,active,2925,3581,409,-247,3664052763,8547068234,Circular
T000248,Deposit,2025-10-31,07:51:00,1043,Generated transaction,BR013,Branch,ACC1007510,active,497,ACC1005703,active,320,0,1540,497,7850677534,4467514661,Smurfing
T000249,Transfer,2025-11-06,17:05:00,4532,Generated transaction,BR045,Branch,ACC1006932,active,-2217,ACC1003067,active,1131,0,2315,-2217,8652281649,5778232041,Circular
T000250,Withdrawal,2025-11-01,16:51:00,4783,Generated transaction,BR050,Online,ACC8482897,active,-3793,ACC1009283,active,410,0,990,-3793,8669719073,9075121701,High-Risk
T000251,Deposit,2025-11-02,08:25:00,4696,Generated transaction,BR010,Branch,ACC1006449,active,6571,ACC1000555,active,153,4849,1875,6571,8274219704,5461537013,Circular
T000252,Deposit,2025-11-04,14:45:00,2210,Generated transaction,BR020,ATM,ACC1001779,active,0,ACC1005068,active,82,2292,1054,0,8914965741,3941417062,Smurfing
T000253,Deposit,2025-11-02,14:14:00,2638,Generated transaction,BR013,ATM,ACC1002201,active,12429,ACC1004923,active,1707,0,105,12429,8833889083,8477300991,Abnormal-Balance
T000254,Transfer,2025-11-05,21:02:00,1312,Generated transaction,BR050,Branch,ACC5960522,active,-1040,ACC1000920,active,2906,1594,272,-1040,1124331395,4577406847,High-Risk
T000255,Deposit,2025-10-31,15:44:00,424,Generated transaction,BR030,Branch,ACC1004087,active,3415,ACC1000541,active,2886,3310,3839,3415,4964570811,3925621610,
T000256,Deposit,2025-11-02,18:03:00,3664,Generated transaction,BR023,Online,ACC1006102,active,8630,ACC1008008,active,1943,0,4966,8630,5683197659,5412866242,
T000257,Withdrawal,2025-10-31,13:33:00,1823,Generated transaction,BR027,Branch,ACC1002669,active,32,ACC1009375,active,2775,4598,1855,32,5333183840,4914929023,
T000258,Withdrawal,2025-11-02,09:17:00,2077,Generated transaction,BR042,ATM,ACC1006197,active,0,ACC1003843,active,1251,0,1884,0,6792661894,2082326234,Smurfing
T000259,Deposit,2025-11-05,13:29:00,4798,Generated transaction,BR036,Branch,ACC1004747,active,7325,ACC1000799,active,2095,0,2527,7325,6509055260,3939532043,Circular
T000260,Withdrawal,2025-11-01,20:55:00,2673,Generated transaction,BR020,Online,ACC1004635,active,0,ACC1006589,active,1069,0,704,0,4287687478,4864126433,Smurfing
T000261,Deposit,2025-11-06,09:35:00,218,Generated transaction,BR026,ATM,ACC1007611,active,0,ACC1000483,active,1210,1428,214,0,4164240280,4504756453,Smurfing
T000262,Withdrawal,2025-11-04,18:06:00,2946,Generated transaction,BR012,ATM,ACC1004447,active,-2073,ACC1007859,active,696,0,873,-2073,5714169271,1383539822,Circular
T000263,Transfer,2025-11-04,01:00:00,2724,Generated transaction,BR031,Online,ACC1003659,active,6268,ACC1005031,active,2398,5122,3544,6268,5600836559,4820055862,
T000264,Transfer,2025-11-05,16:39:00,2454,Generated transaction,BR022,ATM,ACC1001963,active,6894,ACC1006253,active,617,3071,4440,6894,9532593594,5910110341,
T000265,Deposit,2025-10-31,22:24:00,1458,Generated transaction,BR014,Online,ACC1002938,active,2299,ACC1001202,active,237,1695,841,2299,5975440949,4349011298,Circular
T000266,Withdrawal,2025-11-04,03:45:00,3524,Generated transaction,BR013,Branch,ACC1007712,active,0,ACC1000059,active,1570,5094,1811,0,1818520766,3906611156,Smurfing
T000267,Transfer,2025-11-02,19:56:00,1066,Generated transaction,BR005,Online,ACC1003707,active,3722,ACC1005641,active,2061,995,2656,3722,6544063167,6745958212,
T000268,Transfer,2025-11-01,12:32:00,1553,Generated transaction,BR047,Online,ACC1005615,active,4595,ACC1008031,active,1652,3205,3042,4595,9684051360,3167384632,
T000269,Transfer,2025-11-04,08:54:00,2105,Generated transaction,BR043,Online,ACC1000079,active,-799,ACC1000432,active,2552,4657,1306,-799,1084790270,3962452613,Circular
T000270,Withdrawal,2025-10-31,07:06:00,4493,Generated transaction,BR044,Branch,ACC1002868,active,0,ACC1009598,active,2874,7367,819,0,5334930042,7529678452,Smurfing
T000271,Transfer,2025-11-06,21:22:00,4200,Generated transaction,BR032,Online,ACC1002247,dormant,4200,ACC1006862,active,482,4682,0,4200,3615642860,8636275393,Dormant-Active
T000272,Transfer,2025-11-05,22:51:00,2429,Generated transaction,BR045,ATM,ACC1003304,active,5885,ACC1005864,active,2245,4674,3456,5885,2419931729,1011759631,
T000273,Withdrawal,2025-11-05,17:50:00,1231,Generated transaction,BR007,ATM,ACC1007649,active,0,ACC1009085,active,2095,3326,482,0,3767405445,9492399988,Smurfing
T000274,Withdrawal,2025-10-31,19:52:00,1441,Generated transaction,BR021,ATM,ACC1000618,active,299,ACC1007388,active,1190,2631,1740,299,4172006012,1197092148,Smurfing
T000275,Transfer,2025-11-01,13:47:00,3595,Generated transaction,BR024,ATM,ACC1002793,active,0,ACC1005384,active,1098,0,3028,0,1785418196,7016293621,
T000276,Withdrawal,2025-11-02,00:46:00,3464,Generated transaction,BR047,Online,ACC1003072,active,0,ACC1004128,active,683,4147,629,0,4626454979,5740411708,Smurfing
T000277,Withdrawal,2025-11-05,07:03:00,1494,Generated transaction,BR047,Online,ACC1000928,active,656,ACC1000668,active,1468,0,2150,656,3096471391,9107154202,Circular
